waterfront	滨水地区
endomixis	内融合
endomixis	内合
underservant	帮手
downfold	低洼地
downfold	低洼
eutaxy	井然有序
textbox	文本框
condescend	谦逊
condescend	屈尊
hippolytus	希波吕托斯
helplessly	无能为力地
helplessly	无能为力
helplessly	无望地
helplessly	无望
dekko	一瞥
mega	百万
mega	大
dejeuner	早餐
dejeuner	午餐
theileriasis	泰勒尔梨浆虫病
gondole	乘
ajar	微开的
ajar	微开
unbred	粗鲁的
unbred	粗鲁
periclean	伯里克利的
periclean	伯里克利
periclean	伯里克利统治时期的
periclean	伯里克利统治时期
immunogenesis	免疫发生
pastorly	牧师的
pastorly	牧师
turntail	逃跑者
turntail	开小差者
turntail	胆小鬼
transmigrator	移民
transmigrator	移居者
cowpea	豇豆
snakefly	蛇蛉
snakefly	骆驼虫
assertory	断言的
assertory	断言
assertory	确定的
assertory	确定
thriftlessly	不节俭地
thriftlessly	不节俭
thriftlessly	挥霍地
thriftlessly	挥霍
maltreatment	虐待
maltreatment	粗暴对待
sphenographic	楔形文字的
sphenographic	楔形文字
overwhelm	淹没
overwhelm	覆没
overwhelm	受打击
overwhelm	制服
overwhelm	压倒
impenitency	不悔改
impenitency	顽固
foliose	多叶的
foliose	多叶
foliose	叶子覆盖的
foliose	叶子覆盖
bodgie	无赖青年
ensanguined	满身染血的
ensanguined	满身染血
ensanguined	血染的
ensanguined	血染
superfluorescence	超荧光
exacerbate	恶化
exacerbate	增剧
exacerbate	激怒
exacerbate	使加剧
exacerbate	使烦恼
tuum	你的
tuum	你
yachter	乘快艇者
semicentury	半个世纪
semicentury	50年
atheromatosis	动脉粥样化症
sadiron	熨斗
aminophenol	氨基酸
enamine	烯胺
tantalus	酒瓶架的一种
pwd	Public
pwd	Works
pwd	Department
pwd	公共工程处
spoliation	掠夺
macaroon	蛋白杏仁饼干
tufoli	意大利通心面
fiberglass	玻璃纤维
fiberglass	玻璃丝
abracadabra	咒语
abracadabra	胡言乱语
empoison	放毒药
empoison	使蒙受毒害
empoison	污染
ketolytic	解酮作用的
ketolytic	解酮作用
diphonemic	双音素的
diphonemic	双音素
diphonemic	双音位的
diphonemic	双音位
woofy	粗直浓密的
woofy	粗直浓密
disharmonious	不调和的
disharmonious	不调和
disharmonious	不和谐的
disharmonious	不和谐
comisco	国际社会主义者会议委员会
eyepit	眼眶
falconry	猎鹰训练术
falconry	鹰猎
safedeposit	贵重物品保管设备
safedeposit	安全保管的
safedeposit	安全保管
melezitose	松三糖
delftware	代夫特陶器
mundane	世界的
mundane	世界
mundane	世俗的
mundane	世俗
mundane	平凡的
mundane	平凡
camshaft	凸轮轴
apothecial	子囊盘的
apothecial	子囊盘
regeneratress	女改革者
moosebird	灰噪鸦
semidomestic	半驯养的
semidomestic	半驯养
dogleg	弯曲如狗后腿的
dogleg	弯曲如狗后腿
ministrant	服侍者的
ministrant	服侍者
ministrant	辅佐者的
ministrant	辅佐者
ministrant	服侍者
ministrant	提供帮助者
twu	Transport
twu	Workers
twu	Union
twu	of
twu	America
twu	美国运输工人联合会
jesuitism	耶稣会教义
jesuitism	狡猾
jesuitism	阴险
specialty	专业
tryst	约会
tryst	幽会
tryst	约会
cyanobacterium	藻青菌
baccivorous	食浆果的
baccivorous	食浆果
baccivorous	以浆果为食的
baccivorous	以浆果为食
cocoa	可可粉
cocoa	可可饮料
cocoa	可可豆
cephalous	有头的
cephalous	有头
cicisbeism	意大利在十八世纪有夫之妇与人私通之风气
humdinger	极出色的人
leptospira	螺旋体
leptospira	细螺旋体
leptospira	钩端螺旋体
leptospira	细螺旋体
caporal	一种法国产的烟丝
caporal	质量一般
nosography	病情学
tripodic	有三脚的
tripodic	有三脚
tripodic	用三脚的
tripodic	用三脚
styli	唱针
styli	日晷指针
unmerited	无功受禄的
unmerited	无功受禄
unmerited	不配的
unmerited	不配
unmerited	不当的
unmerited	不当
destructible	可破坏的
destructible	可破坏
destructible	易毁坏的
destructible	易毁坏
predicative	肯定的
predicative	肯定
puppyish	小狗的
puppyish	小狗
puppyish	小狗天性的
puppyish	小狗天性
cablecast	用电缆电视播送
siquis	圣职人选公告
chellean	=Abbevillian
rhetoric	花言巧语的
rhetoric	花言巧语
fluorine	氟
stranskiite	蓝砷铜锌矿
meiji	明治(日本明治天皇睦仁
oecd	Organization
oecd	of
oecd	Economic
oecd	Cooperation
oecd	and
oecd	Development
oecd	经济合作发展组织
heptachlor	n
heptachlor	七氯
enveigle	拐骗
enveigle	诱惑
cayuse	印第安种的小马
nonscience	非科学
markhor	捻角山羊
alice	艾丽丝
talking	说话的
talking	说话
talking	表情丰富的
talking	表情丰富
talking	谈论
lipolytic	分解脂肪的
lipolytic	分解脂肪
lipolytic	引起脂肪分解的
lipolytic	引起脂肪分解
gandhiism	甘地主义
gandhiism	不使用暴力的抵抗主义
enallage	语法形式替代
attrition	磨擦
attrition	磨损
midas	迈达斯
midas	大富翁
midas	善赚大钱者
dialyzer	透析器
dialyzer	滤膜分析器
galpon	给农业工人使用的房子
leah	利亚
tetramorphic	四形的
tetramorphic	四形
lymphatism	淋巴体质
lymphatism	淋巴器毒血症
imaginabale	可想象的
imaginabale	可想象
imaginabale	可能的
imaginabale	可能
ruffly	起波纹的
ruffly	起波纹
ruffly	起皱的
ruffly	起皱
ogive	交错骨
ogive	尖顶拱
tautomerize	现象
humbly	谦恭地
humbly	谦恭
amity	友好
amity	亲善关系
abrazo	拥抱
trimotored	有三个引擎的
trimotored	有三个引擎
arthropoda	节足动物门
anechoic	消声的
anechoic	消声
anechoic	无反响的
anechoic	无反响
princelet	=princeling
leiotrichi	直发人种
maltreat	虐待
maltreat	滥用
dissimulation	掩饰
dissimulation	虚伪
dissimulation	装糊涂
estate	状态
estate	不动产
estate	时期
estate	阶层
estate	财产
fen	沼泽
fen	沼池
pietism	虔敬
pietism	虔信派
pietism	虔信主义
pietism	假装虔诚
terroristic	恐怖主义的
terroristic	恐怖主义
terroristic	暴力主义的
terroristic	暴力主义
boredom	厌倦
centralist	中央集权主义者
brigadier	旅长
brigadier	陆军准将
manganous	锰的
manganous	锰
manganous	二价锰的
manganous	二价锰
dehumanize	使失掉人性
dehumanize	使成兽性
hydrophobia	狂犬病
hydrophobia	恐水病
catalepsy	全身僵硬症
catalepsy	强直性昏厥
daqing	大庆
unalleviated	未减轻的
unalleviated	未减轻
unalleviated	未缓和的
unalleviated	未缓和
darfur	达尔福尔
sinecure	工作清闲而报酬丰厚的职位
sinecure	挂名职务
sinecure	闲职
inductosyn	感应式传感器
antibiosis	抗生
monophyletic	单元的
monophyletic	单元
monophyletic	单源的
monophyletic	单源
alphonse	阿方斯
brook	小溪
brook	容忍
duckling	小鸭子
waterbury	沃特伯里
virogenesis	病毒形成
virogenesis	病毒产生
unmutilated	未丧失肢体的
unmutilated	未丧失肢体
unmutilated	非残缺不全的
unmutilated	非残缺不全
sitotoxin	食物毒素
teach	讲授
teach	教授
emanative	流出的
emanative	流出
emanative	发散的
emanative	发散
emanative	发射性的
emanative	发射性
answer	答案
answer	回答
answer	答辩
answer	抗辩
answer	回答说
answer	答复说
answer	符合
answer	反响
answer	响应
heptaglot	使用七种语言的
heptaglot	使用七种语言
heptaglot	用七种语言写成的
heptaglot	用七种语言写成
amebic	阿米巴的
amebic	阿米巴
amebic	变形虫的
amebic	变形虫
epicardial	心外膜的
epicardial	心外膜
excusably	可辩解地
excusably	可辩解
excusably	可宽恕地
excusably	可宽恕
photocathode	光电阴极
nomistic	以经典中之法则为基础的
nomistic	以经典中之法则为基础
moksa	解脱
moksa	从轮回中得到解脱
ngwane	恩格瓦尼(非洲人对非洲东南部国家斯威士兰
bagarre	殴斗
bagarre	争吵
bagarre	骚动
orthoptist	两眼斜视校正医师
orthoptist	视轴矫正医师
trawlnet	拖捞网
spiff	把……打扮整齐
seise	依法占有
batch	一炉
batch	一批
batch	批处理
agenda	议程
cetus	鲸鱼座
dayside	的光面
bename	为……取名
cerebrosclerosis	脑硬化
cryptogamous	隐花的
cryptogamous	隐花
dunhuang	敦煌
succory	菊苣
greatness	巨大
greatness	伟大
cosecant	余割
ferromagnetism	铁磁性
pepsine	胃液素
pepsine	助消化药
tussar	=tussa
moxie	精力
moxie	勇气
moxie	胆量
minotaur	人身牛头怪物
counterworker	对手
counterworker	敌手
extrapolation	外推法
extrapolation	推断
primordia	primordium
primordia	的复数
pong	恶臭
pong	难闻的气味
borax	硼砂
monogamian	=monogamous
polyunsaturate	多不饱和物
absorbance	吸光率
impassable	不能通行的
impassable	不能通行
impassable	无路可通的
impassable	无路可通
antipyrine	安替比林
colorant	着色剂
esophageal	食道的
esophageal	食道
esophageal	食管的
esophageal	食管
antecedence	先行
antecedence	先前
polarimeter	偏振器
polarimeter	旋光计
polarimeter	偏光计
juratory	宣誓的
juratory	宣誓
juratory	以誓言表达的
juratory	以誓言表达
aspiration	热望
aspiration	渴望
vertiginous	旋转的
vertiginous	旋转
vertiginous	眩晕的
vertiginous	眩晕
vertiginous	眼花的
vertiginous	眼花
vertiginous	迅速变化的
vertiginous	迅速变化
vertiginous	不稳定的
vertiginous	不稳定
tumpline	前额
autoaggressive	disease=autoimmune
autoaggressive	disease
bairiki	拜里基
amusement	娱乐
amusement	消遣
amusement	娱乐活动
struthonian	不敢正视现实的
struthonian	不敢正视现实
oligodendrocyte	少突细胞
wolfram	钨锰铁矿
wolfram	钨
soilborne	土壤带有的
soilborne	土壤带有
soilborne	土壤传播的
soilborne	土壤传播
mesopotamia	美索不达米亚
audiphone	助听器
medic	=medick苜蓿属植物
medic	医师
medic	实习医生
fullery	漂布工场
agrometeorological	农业气象的
agrometeorological	农业气象
agrometeorological	农业气候的
agrometeorological	农业气候
smudgily	污点
smudgily	污垢
smudgily	为除虫而升的熏火
straightedge	画直线用尺
cohere	粘着
cohere	凝结
cohere	紧凑
batwing	状似蝙蝠之翼的
batwing	状似蝙蝠之翼
anthocyanin	花色醣苔
salvoconducto	护照
salvoconducto	通行证
docile	听话的
docile	听话
docile	容易教的
docile	容易教
docile	驯良的
docile	驯良
docile	温顺的
docile	温顺
superhelix	超螺旋
dps	disintegrations
dps	per
dps	second
dps	每秒衰变数
dps	衰变
dps	Data
dps	Protection
dps	System
dps	数据保护系统
bricolage	使用手头现成工具摆弄修理
bricolage	利用手头东西制成的物品
agglutinative	会胶合的
agglutinative	会胶合
agglutinative	会粘着的
agglutinative	会粘着
agglutinative	胶合性的
agglutinative	胶合性
somersetshire	萨默塞特郡
iis	Internet
iis	Information
iis	Server
iis	Internet信息服务器
handshaking	握手
bulge	凸出部分
bulge	凸出
bulge	膨胀
iceni	爱西尼人
luthier	拨弦乐器制作匠
pulsometer	真空唧筒
pulsometer	脉搏计
reexplore	再探索
reexplore	再勘探
reexplore	重新勘查
reexplore	重新探测
respire	呼吸
cobblestone	圆石
cobblestone	鹅卵石
suspensive	悬念的
suspensive	悬念
suspensive	未决定的
suspensive	未决定
suspensive	可疑的
suspensive	可疑
suspensive	暧昧的
suspensive	暧昧
suspensive	暂停的
suspensive	暂停
suspensive	悬而不决的
suspensive	悬而不决
uncharitably	无慈悲心地
uncharitably	无慈悲心
chirpy	嚓嚓叫的
chirpy	嚓嚓叫
chirpy	快活的
chirpy	快活
chirpy	活泼的
chirpy	活泼
trainbearer	长尾蜂鸟
petrol	汽油
reclaimer	回收程序
magnetogasdynamic	mA^`ni:tEJ9AsdaI`nAmIk/
magnetogasdynamic	^AsdaI`nAmIks/磁气体动力的
magnetogasdynamic	^AsdaI`nAmIks/磁气体动力
cheesecake	酪饼
cheesecake	半裸体或露出曲线美的女人照片
viosterol	固醇生素
cornetti	cornetto
cornetti	的复数
modiste	经营女装或女帽店的人
suboesophageal	食管下的
suboesophageal	食管下
dictaphone	录音机
dictaphone	口授留声机
dictaphone	录音电话机
cosmonaut	宇航员
cosmonaut	航天员
suxamethonium	琥珀胆碱
suxamethonium	司可林
suxamethonium	丁二酰胆碱
instrumentalism	InstrE5mentElIIzEm/
instrumentalism	工具謘t/
instrumentalism	乐器演奏家
instrumentalism	饕
tubbing	盆浴
tubbing	制盆材料
tubbing	划浆练习
melodion	=melodeon
dangly	悬摆的
dangly	悬摆
dangly	摆晃的
dangly	摆晃
angolan	安哥拉人
angolan	安哥拉的
angolan	安哥拉
alvera	阿尔维拉
ahoy	喂
stupid	愚蠢的
stupid	愚蠢
stupid	麻木的
stupid	麻木
stupid	乏味的
stupid	乏味
undiluted	未搀水
undiluted	未冲淡的
undiluted	未冲淡
undiluted	纯粹的
undiluted	纯粹
unfordable	不能涉水而过的
unfordable	不能涉水而过
unfordable	无法通过的
unfordable	无法通过
goldwynism	的妙语
nextel	"纳克斯泰尔"人造血
limnograph	湖水水位测量计
lexigraphic	词素文字的
lexigraphic	词素文字
megafog	浓雾警报器
hypocrinism	内分泌不足病
hypocrinism	内分泌腺官能不良
subadult	接近成年的
subadult	接近成年
subadult	接近成年的人
ecpc	扩大计划调整委员会
jugulate	顿挫
fainthearted	懦弱的
fainthearted	懦弱
fainthearted	胆小的
fainthearted	胆小
fainthearted	无精神的
fainthearted	无精神
come	来
come	来临
come	到达
come	出现
come	来
come	开始
come	嗨!
come	来
come	到达
come	合计为
imido	酰亚胺的
imido	酰亚胺
agrestic	乡土的
agrestic	乡土
agrestic	粗野的
agrestic	粗野
undemanding	容易的
undemanding	容易
undemanding	要求不高的
undemanding	要求不高
undemanding	不严格的
undemanding	不严格
typecast	配合其型而决定角色
typecast	浇铸
vodkatini	=vodka
vodkatini	martini
direct	径直的
direct	径直
direct	直接的
direct	直接
direct	直系的
direct	直系
direct	直率的
direct	直率
direct	由西向东运行的
direct	由西向东运行
direct	顺行的
direct	顺行
direct	直接地
direct	直接
direct	指引
direct	指示
direct	指挥
direct	命令
direct	导演
direct	指导
direct	指挥
tsingtao	青岛
tsingtao	见Qingdao
montevideo	蒙得维的亚
eupepticity	消化良好的感觉
eupepticity	消化良好的状态
unialgal	单种藻的
unialgal	单种藻
kretek	丁香香烟
relate	叙述
relate	讲
relate	使联系
relate	发生关系
inference	推论
enclitic	附属的
enclitic	附属
enclitic	附属字
algology	藻类学
churching	安产感谢礼
chordamesoderm	脊索中胚层
coenobitism	修道士生活
coenobitism	修道院之制度
foal	驹
foal	生仔
midlothian	中洛锡安郡
tuxedo	男士无尾半正式晚礼服
yugawaralite	汤河原沸石
kavadi	赎罪架
lentil	小扁豆
turbulence	骚乱
turbulence	动荡
turbulence	紊乱
pedobaptism	幼时洗礼
udder	乳房
phonetist	语音学者
phonetist	主张使用语音记号者
avowed	自认的
avowed	自认
avowed	公开宣布的
avowed	公开宣布
heads	正面朝上的
heads	正面朝上
polyprotodont	多门齿类动物
jelly	果子冻
jelly	一种果冻甜品
chemosynthesis	化学合成
astrut	趾高气扬
gyrate	旋转
gyrate	不停地转动
gyrate	旋涡状的
gyrate	旋涡状
dismissive	表示轻视的
dismissive	表示轻视
polysemous	一词多义的
polysemous	一词多义
polysemous	多义的
polysemous	多义
obfusticated	=obfuscated
nastily	污秽地
nastily	污秽
nastily	不洁地
nastily	不洁
cryptology	密码研究
cryptology	密码术
sweepstake	赌金的独得
sweepstake	赌金的独
sweepstake	彩票
giddyhead	草率从事的人
listed	列出的
listed	列出
rechoose	再挑选
rechoose	再选择
feedingstuff	饲料
cabb	使用解答书
enteritis	肠炎
antelope	羚羊
selectorate	代表选举团
tsunami	海啸
buckler	小圆盾
buckler	防御物
buckler	防卫
buckler	用盾防护
buckler	防卫
kirkman	苏格兰教会会员
troop	群
troop	组
troop	多数
troop	军队
troop	群集
troop	结队
troop	成群而行
troop	把编成骑兵连
auntie	姑妈
auntie	伯母
auntie	舅妈
auntie	阿姨
opalize	使成乳色
goto	转到
neatherd	牧牛人
cordite	无烟火药
branchiopod	鳃足动物
warmly	暖和地
warmly	暖和
warmly	热烈地
warmly	热烈
warmly	热心地
warmly	热心
epitympanum	鼓室上隐窝
boxy	箱子般四四方方的
boxy	箱子般四四方方
boxy	矮胖的
boxy	矮胖
limbless	无肢的
limbless	无肢
limbless	无翼的
limbless	无翼
limbless	无大枝的
limbless	无大枝
favoringly	顺利地
favoringly	顺利
favoringly	有帮助地
favoringly	有帮助
tomalley	龙虾肝
submucosa	黏膜下层
legislatorship	立法者
legislatorship	立法委员或议员的身份或地位
assumably	多半
assumably	大概
moony	月亮的
moony	月亮
moony	月形的
moony	月形
moony	恍惚的
moony	恍惚
extraparochial	教区外的
extraparochial	教区外
accusable	可指控的
accusable	可指控
accusable	有可非难之处的
